Company,Date,Title
LLC,15/08/2023,"""Lendlease Group Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now"""
LLC,13/08/2023,"""UPDATE 2-Australian developer Lendlease pauses $1.2 bln San Francisco project"""
LLC,11/05/2023,"""Maui Land & Pineapple Company Reports First Quarter 2023 Results"""
LLC,08/05/2023,"""The past five-year earnings decline for Lendlease Group (ASX:LLC) likely explains shareholders long-term losses"""
LLC,23/03/2023,"""Is Lendlease Group (ASX:LLC) Potentially Undervalued?"""
LLC,02/03/2023,"""Lendlease Group (ASX:LLC) Shares Could Be 36% Below Their Intrinsic Value Estimate"""
LLC,22/02/2023,"""Investors in Lendlease Global Commercial REIT (SGX:JYEU) have unfortunately lost 4.7% over the last three years"""
LLC,14/01/2023,"""individual investors who own 58% along with institutions invested in Lendlease Group (ASX:LLC) saw increase in their holdings value last week"""
LLC,24/12/2022,"""Bullish Lendlease Group (ASX:LLC) insiders filled their treasuries with AU$1.8m worth of stock over last year"""
LLC,29/11/2022,"""Shareholders in Lendlease Group (ASX:LLC) have lost 57%, as stock drops 3.2% this past week"""
LLC,09/11/2022,"""Lendlease Global Commercial REIT's (SGX:JYEU) last week's 8.2% decline must have disappointed individual investors who have a significant stake"""
LLC,23/09/2022,"""An Intrinsic Calculation For Lendlease Group (ASX:LLC) Suggests It's 31% Undervalued"""
LNK,13/03/2023,"""Link Group builds momentum in Hong Kong pension market with key executive appointment"""
LNK,07/12/2022,"""UPDATE 3-Australia's Link ends $854 mln takeover talks with Dye & Durham"""
LNK,04/10/2022,"""UPDATE 2-D&D pitches $825 mln deal for Link's units after buyout deal collapses"""
LNK,04/10/2022,"""D&D pitches $825 million deal for Link's units after buyout deal collapses"""
LNK,23/09/2022,"""UPDATE 3-Link Administration's proposed $1.6 bln buyout by Canada's D&D falls through"""
LNK,23/09/2022,"""Link Administration's proposed $1.6 billion buyout by Canada's D&D falls through"""
LNK,21/09/2022,"""Dye & Durham provides update on Link Group acquisition"""
LNK,18/09/2022,"""UPDATE 1-Dye & Durham cuts buyout offer for Link to $1.3 bln after UK watchdog conditions"""
LNK,18/09/2022,"""Dye & Durham makes revised proposal to Link Group in light of potential £306 million (A$523 million) regulatory liability"""
LNK,14/09/2022,"""Dye & Durham receives no objections from Australia's Foreign Investment Review Board regarding Link Group acquisition"""
LYC,30/08/2023,"""Lynas Rare Earths Limited Just Missed Revenue By 5.4%: Here's What Analysts Think Will Happen Next"""
LYC,29/08/2023,"""Lynas Rare Earths Full Year 2023 Earnings: EPS Beats Expectations, Revenues Lag"""
LYC,28/08/2023,"""UPDATE 3-Lynas flags higher costs for Kalgoorlie rare earths plant, profit slumps"""
LYC,22/08/2023,"""Lynas Rare Earths Limited's (ASX:LYC) largest shareholders are individual investors with 59% ownership, institutions own 40%"""
LYC,02/08/2023,"""World battles to loosen China's grip on vital rare earths for clean energy transition"""
LYC,02/08/2023,"""INSIGHT-World battles to loosen China's grip on vital rare earths for clean energy transition"""
LYC,31/07/2023,"""UPDATE 1-Lynas Rare Earths signs updated contract with US govt for Texas facility"""
LYC,31/07/2023,"""Lynas Rare Earths signs updated contract with US govt for Texas facility, shares rise"""
LYC,31/07/2023,"""Lynas Rare Earths signs updated contract with U.S. govt for Texas facility"""
LYC,24/07/2023,"""Returns on Capital Paint A Bright Future For Lynas Rare Earths (ASX:LYC)"""
LYC,16/05/2023,"""Will Weakness in Lynas Rare Earths Limited's (ASX:LYC) Stock Prove Temporary Given Strong Fundamentals?"""
LYC,29/04/2023,"""The total return for Lynas Rare Earths (ASX:LYC) investors has risen faster than earnings growth over the last three years"""
LYC,30/03/2023,"""Here's Why We Think Lynas Rare Earths (ASX:LYC) Is Well Worth Watching"""
LYC,15/03/2023,"""Lynas Rare Earths Limited's (ASX:LYC) market cap dropped AU$679m last week; individual investors who hold 59% were hit as were institutions"""
LYC,07/03/2023,"""UPDATE 2-Australia's Lynas Rare Earths gets $134 mln funding from Japan to boost output"""
LYC,27/02/2023,"""UPDATE 4-Lynas Rare Earths' production disruption concerns persist"""
LYC,26/02/2023,"""CORRECTED-UPDATE 3-Lynas Rare Earths' production disruption concerns persist"""
LYC,13/02/2023,"""We Think Lynas Rare Earths (ASX:LYC) Might Have The DNA Of A Multi-Bagger"""
LYC,14/01/2023,"""A Look At The Fair Value Of Lynas Rare Earths Limited (ASX:LYC)"""
LYC,07/12/2022,"""Lynas Rare Earths Limited's (ASX:LYC) Fundamentals Look Pretty Strong: Could The Market Be Wrong About The Stock?"""
MCY,23/08/2023,"""Mercury NZ (NZSE:MCY) Is Increasing Its Dividend To NZ$0.1541"""
MCY,09/06/2023,"""Mercury NZ's (NZSE:MCY) five-year total shareholder returns outpace the underlying earnings growth"""
MCY,05/05/2023,"""Is Mercury NZ Limited's (NZSE:MCY) Recent Stock Performance Influenced By Its Financials In Any Way?"""
MCY,10/04/2023,"""Sovereign wealth funds account for 52% of Mercury NZ Limited's (NZSE:MCY) ownership, while individual investors account for 37%"""
MCY,24/03/2023,"""Are Investors Undervaluing Mercury NZ Limited (NZSE:MCY) By 29%?"""
MCY,10/03/2023,"""We Wouldn't Be Too Quick To Buy Mercury NZ Limited (NZSE:MCY) Before It Goes Ex-Dividend"""
MCY,08/03/2023,"""Great news for Mercury NZ Limited (NZSE:MCY): Insiders acquired stock in large numbers last year"""
MCY,22/02/2023,"""Mercury NZ First Half 2023 Earnings: EPS: NZ$0.17 (vs NZ$0.31 in 1H 2022)"""
MCY,31/12/2022,"""Investors in Mercury NZ (NZSE:MCY) have made a decent return of 99% over the past five years"""
MCY,06/11/2022,"""Here's Why We Think Mercury NZ (NZSE:MCY) Is Well Worth Watching"""
MCY,22/10/2022,"""Mercury NZ Limited's (NZSE:MCY) top owners are sovereign wealth funds with 52% stake, while 36% is held by individual investors"""
MCY,08/10/2022,"""Are Investors Undervaluing Mercury NZ Limited (NZSE:MCY) By 37%?"""
MCY,24/09/2022,"""Mercury NZ Limited (NZSE:MCY) insider upped their holding by 33% earlier this year"""
MCY,09/09/2022,"""Mercury NZ Limited (NZSE:MCY) Will Pay A NZ$0.14 Dividend In Four Days"""
MCY,01/09/2022,"""Mercury NZ (NZSE:MCY) Has Announced That It Will Be Increasing Its Dividend To NZ$0.1412"""
MEZ,22/08/2023,"""Are Meridian Energy Limited's (NZSE:MEL) Fundamentals Good Enough to Warrant Buying Given The Stock's Recent Weakness?"""
MEZ,17/06/2023,"""Does Meridian Energy (NZSE:MEL) Deserve A Spot On Your Watchlist?"""
MEZ,03/06/2023,"""Meridian Energy Limited (NZSE:MEL) Shares Could Be 26% Below Their Intrinsic Value Estimate"""
MEZ,20/05/2023,"""State or government account for 52% of Meridian Energy Limited's (NZSE:MEL) ownership, while individual investors account for 31%"""
MEZ,13/04/2023,"""Meridian Energy's (NZSE:MEL) investors will be pleased with their stellar 132% return over the last five years"""
MEZ,30/03/2023,"""Returns At Meridian Energy (NZSE:MEL) Are On The Way Up"""
MEZ,15/03/2023,"""Meridian Energy Limited (NZSE:MEL) Stock's Been Sliding But Fundamentals Look Decent: Will The Market Correct The Share Price In The Future?"""
MEZ,01/03/2023,"""Meridian Energy First Half 2023 Earnings: EPS: NZ$0.078 (vs NZ$0.056 in 1H 2022)"""
MEZ,08/01/2023,"""Here's Why We Think Meridian Energy (NZSE:MEL) Is Well Worth Watching"""
MEZ,25/11/2022,"""Multiple insiders bought Meridian Energy Limited (NZSE:MEL) stock earlier this year, a positive sign for shareholders"""
MEZ,10/11/2022,"""Are Investors Undervaluing Meridian Energy Limited (NZSE:MEL) By 46%?"""
MEZ,27/10/2022,"""Meridian Energy's (NZSE:MEL) five-year earnings growth trails the 16% YoY shareholder returns"""
MEZ,11/10/2022,"""Shareholders Will Probably Hold Off On Increasing Meridian Energy Limited's (NZSE:MEL) CEO Compensation For The Time Being"""
MEZ,23/09/2022,"""Meridian Energy Limited's (NZSE:MEL) Stock is Soaring But Financials Seem Inconsistent: Will The Uptrend Continue?"""
MFG,01/09/2023,"""Institutions along with retail investors who hold considerable shares inMagellan Financial Group Limited (ASX:MFG) come under pressure; lose 5.9% of holdings value"""
MFG,08/05/2023,"""The past three years for Magellan Financial Group (ASX:MFG) investors has not been profitable"""
MFG,25/03/2023,"""Magellan Financial Group Limited's (ASX:MFG) largest shareholders are retail investors with 41% ownership, institutions own 38%"""
MFG,17/02/2023,"""Magellan Financial Group Reports Second Quarter 2023 Earnings"""
MFG,29/11/2022,"""Investors in Magellan Financial Group (ASX:MFG) have unfortunately lost 77% over the last three years"""
MFG,15/10/2022,"""Individual investors account for 51% of Magellan Financial Group Limited's (ASX:MFG) ownership, while insiders account for 25%"""
MGF,No data for this company,"""No data for this company"""
MGOC,No data for this company,"""No data for this company"""
MGR,27/08/2023,"""With 53% institutional ownership, Mirvac Group (ASX:MGR) is a favorite amongst the big guns"""
MGR,15/06/2023,"""Market is not liking Mirvac Group's (ASX:MGR) earnings decline as stock retreats 6.4% this week"""
MGR,28/04/2023,"""Mirvac Group's (ASX:MGR) On An Uptrend But Financial Prospects Look Pretty Weak: Is The Stock Overpriced?"""
MGR,20/03/2023,"""Mirvac Group's (ASX:MGR) recent 3.7% pullback adds to one-year year losses, institutional owners may take drastic measures"""
MGR,21/02/2023,"""Insider Buying: The Mirvac Group (ASX:MGR) Independent Non-Executive Director Just Bought AU$73k Worth Of Shares"""
MGR,12/02/2023,"""Mirvac Group First Half 2023 Earnings: EPS: AU$0.055 (vs AU$0.14 in 1H 2022)"""
MGR,31/01/2023,"""A number of insiders bought Mirvac Group (ASX:MGR) stock last year, which is great news for shareholders"""
MGR,06/12/2022,"""The past three years for Mirvac Group (ASX:MGR) investors has not been profitable"""
MGR,04/10/2022,"""Positive week for Mirvac Group (ASX:MGR) institutional investors who lost 26% over the past year"""
MIN,19/07/2023,"""ALBEMARLE AMENDS MARBL LITHIUM JOINT VENTURE"""
MIN,07/06/2023,"""Mineral Resources Limited (ASX:MIN) Shares Could Be 25% Below Their Intrinsic Value Estimate"""
MIN,03/05/2023,"""Institutions along with retail investors who hold considerable shares inMineral Resources Limited (ASX:MIN) come under pressure; lose 9.2% of holdings value"""
MIN,20/03/2023,"""The three-year decline in earnings for Mineral Resources ASX:MIN) isn't encouraging, but shareholders are still up 585% over that period"""
MIN,28/02/2023,"""Mineral Resources Limited's (ASX:MIN) Fundamentals Look Pretty Strong: Could The Market Be Wrong About The Stock?"""
MIN,22/02/2023,"""UPDATE 1-Albemarle restructures joint venture with Australia's Mineral Resources"""
MIN,22/02/2023,"""Albemarle Corporation Announces Agreements for Restructure of MARBL Joint Venture in Australia and Investment by Mineral Resources Limited in Albemarle Conversion Assets in China"""
MIN,28/12/2022,"""A Look At The Intrinsic Value Of Mineral Resources Limited (ASX:MIN)"""
MIN,02/12/2022,"""Profit From the Lithium Boom With These Stocks"""
MIN,24/11/2022,"""Mineral Resources Limited (ASX:MIN) surges 4.8%; individual investors who own 47% shares profited along with institutions"""
MIN,11/10/2022,"""Investors in Mineral Resources (ASX:MIN) have made a incredible return of 536% over the past three years"""
MIN,21/09/2022,"""Is Mineral Resources Limited's (ASX:MIN) Latest Stock Performance A Reflection Of Its Financial Health?"""
MLT,No data for this company,"""No data for this company"""
MP1,22/08/2023,"""Why Megaport Limited (ASX:MP1) Could Be Worth Watching"""
MP1,16/08/2023,"""Tech Veteran to Join Sea Street as President, Drive Growth in Automated Edge Security"""
MP1,06/08/2023,"""With 60% ownership of the shares, Megaport Limited (ASX:MP1) is heavily dominated by institutional owners"""
MP1,11/07/2023,"""Is There An Opportunity With Megaport Limited's (ASX:MP1) 45% Undervaluation?"""
MP1,08/06/2023,"""Investors Appear Satisfied With Megaport Limited's (ASX:MP1) Prospects As Shares Rocket 34%"""
MP1,28/04/2023,"""Investors bid Megaport (ASX:MP1) up AU$220m despite increasing losses YoY, taking five-year CAGR to 9.8%"""
MP1,01/04/2023,"""When Will Megaport Limited (ASX:MP1) Become Profitable?"""
MP1,15/03/2023,"""At AU$4.45, Is Megaport Limited (ASX:MP1) Worth Looking At Closely?"""
MP1,27/02/2023,"""Megaport Limited's (ASX:MP1) recent 7.6% pullback adds to one-year year losses, institutional owners may take drastic measures"""
MP1,10/02/2023,"""Megaport First Half 2023 Earnings: US$0.06 loss per share (vs US$0.09 loss in 1H 2022)"""
MP1,31/01/2023,"""Megaport Limited (ASX:MP1) Shares Could Be 22% Above Their Intrinsic Value Estimate"""
MP1,16/01/2023,"""Megaport Achieves the AWS Outposts Ready Service Designation"""
MP1,28/11/2022,"""Megaport Adds Cloud and Networking Sales Veteran Jeff Tworek to the Executive Team as Chief Revenue Officer"""
MP1,16/11/2022,"""Shareholders May Be More Conservative With Megaport Limited's (ASX:MP1) CEO Compensation For Now"""
MP1,11/10/2022,"""Megaport and Zenlayer Announce Strategic Partnership to Extend Their Joint Global Reach to 50+ Countries"""
MP1,26/09/2022,"""Megaport Limited's (ASX:MP1) Shift From Loss To Profit"""
MP1,08/09/2022,"""Great week for Megaport Limited (ASX:MP1) institutional investors after losing 50% over the previous year"""
MPL,28/08/2023,"""Medibank Private (ASX:MPL) Will Pay A Larger Dividend Than Last Year At A$0.083"""
MPL,25/08/2023,"""We Ran A Stock Scan For Earnings Growth And Medibank Private (ASX:MPL) Passed With Ease"""
MPL,29/06/2023,"""Australia's Medibank faces fourth class-action lawsuit over cyberattack"""
MPL,20/06/2023,"""Medibank's staff details stolen after property manager faces cyber breach"""
MPL,04/06/2023,"""Those who invested in Medibank Private (ASX:MPL) five years ago are up 55%"""
MPL,04/05/2023,"""Australia's Medibank served with third class-action suit over cyber breach"""
MPL,29/03/2023,"""Australia's Medibank gets second class action lawsuit over data breach"""
MPL,26/03/2023,"""Can Medibank Private Limited (ASX:MPL) Performance Keep Up Given Its Mixed Bag Of Fundamentals?"""
MPL,26/02/2023,"""Medibank Private Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions"""
MPL,24/02/2023,"""Medibank Private First Half 2023 Earnings: EPS Beats Expectations, Revenues Lag"""
MPL,23/02/2023,"""Australia's Medibank posts profit, policyholder growth; shares jump"""
MPL,07/02/2023,"""Australia's Medibank slapped with class action over cyber incident"""
MPL,26/12/2022,"""Shareholders in Medibank Private (ASX:MPL) are in the red if they invested a year ago"""
MPL,01/12/2022,"""Hackers dump more customer data from Australian insurer Medibank"""
MPL,12/11/2022,"""Australia to consider banning paying of ransoms to cyber criminals"""
MPL,12/11/2022,"""Australia unveils joint cyber police taskforce to 'hunt down' hackers"""
MPL,11/11/2022,"""Australian police blame Russia-based hackers for attack on Medibank"""
MPL,11/11/2022,"""Australia's Medibank says hacker's data dump could happen daily"""
MPL,08/11/2022,"""Australia's Medibank warns that hacker may release more data"""
MPL,08/11/2022,"""Australia's Medibank aware of hacker threat to leak data in 24 hours"""
MQG,31/08/2023,"""Fallout From Europe’s Biggest Tax Scandal Is Only Getting Larger"""
MQG,24/08/2023,"""Is Now The Time To Put Macquarie Technology Group (ASX:MAQ) On Your Watchlist?"""
MQG,03/08/2023,"""Those who invested in Macquarie Technology Group (ASX:MAQ) five years ago are up 180%"""
MQG,31/07/2023,"""RPT-Atlas Agro says Australia's Macquarie to invest $325 mln for fertilizer plants in U.S"""
MQG,30/07/2023,"""If EPS Growth Is Important To You, Macquarie Group (ASX:MQG) Presents An Opportunity"""
MQG,27/07/2023,"""Macquarie flags lower quarterly profit as commodities arm flounders"""
MQG,19/07/2023,"""Microsoft will feast on $14 billion in new revenue every year if just 10% of Office users sign on for its  A.I.-powered CoPilot—Macquarie report"""
MQG,29/06/2023,"""Macquarie to divest U.S. port terminal operator Ceres"""
MQG,29/06/2023,"""UPDATE 2-Macquarie to divest U.S. port terminal operator Ceres"""
MQG,27/06/2023,"""Surging India Internet Stocks Trounce China Peers, Widening Gap"""
MQG,19/06/2023,"""Has Macquarie Technology Group Limited's (ASX:MAQ) Impressive Stock Performance Got Anything to Do With Its Fundamentals?"""
MQG,14/06/2023,"""Macquarie, France's Engie launch battery storage project in Australia"""
MQG,13/06/2023,"""Macquarie picks up majority stake in Coastal Waste & Recycling"""
MQG,16/05/2023,"""UPDATE 1-Macquarie raises hurdles to CDP joining KKR bid for Telecom Italia grid"""
MQG,16/05/2023,"""RPT-Macquarie raising hurdles to CDP joining KKR bid for Telecom Italia grid, sources say"""
MQG,15/05/2023,"""Macquarie raises hurdles to CDP joining KKR bid for Telecom Italia grid"""
MQG,15/05/2023,"""Buffett sheds stake in TSMC, while Macquarie, Fidelity buy shares -filings"""
MQG,09/05/2023,"""Macquarie Group's (ASX:MQG) Dividend Will Be Increased To A$4.50"""
MQG,05/05/2023,"""Australia's top banks look to diversify from mortgages as rates peak"""
MQG,04/05/2023,"""Macquarie posts record profits on higher income from commodities arm"""
MTS,18/08/2023,"""Metcash (ASX:MTS) Has More To Do To Multiply In Value Going Forward"""
MTS,13/07/2023,"""With 51% institutional ownership, Metcash Limited (ASX:MTS) is a favorite amongst the big guns"""
MTS,29/06/2023,"""Metcash (ASX:MTS) Ticks All The Boxes When It Comes To Earnings Growth"""
MTS,30/05/2023,"""Those who invested in Metcash (ASX:MTS) three years ago are up 57%"""
MTS,14/05/2023,"""Will Weakness in Metcash Limited's (ASX:MTS) Stock Prove Temporary Given Strong Fundamentals?"""
MTS,11/04/2023,"""A Look At The Fair Value Of Metcash Limited (ASX:MTS)"""
MTS,28/03/2023,"""Trade Alert: The Independent Non Executive Director Of Metcash Limited (ASX:MTS), Christine Holman, Has Just Spent AU$94k Buying 83% More Shares"""
MTS,11/03/2023,"""Returns At Metcash (ASX:MTS) Appear To Be Weighed Down"""
MTS,24/02/2023,"""One Metcash Limited (ASX:MTS) insider upped their stake in the previous year"""
MTS,03/02/2023,"""With 54% ownership, Metcash Limited (ASX:MTS) boasts of strong institutional backing"""
MTS,21/12/2022,"""While shareholders of Metcash (ASX:MTS) are in the black over 3 years, those who bought a week ago aren't so fortunate"""
MTS,07/12/2022,"""Metcash (ASX:MTS) Is Increasing Its Dividend To A$0.115"""
MTS,06/12/2022,"""Metcash First Half 2023 Earnings: EPS: AU$0.13 (vs AU$0.13 in 1H 2022)"""
MTS,05/12/2022,"""Metcash Limited's (ASX:MTS) Stock's On An Uptrend: Are Strong Financials Guiding The Market?"""
MTS,24/10/2022,"""An Intrinsic Calculation For Metcash Limited (ASX:MTS) Suggests It's 33% Undervalued"""
MTS,01/10/2022,"""The Returns At Metcash (ASX:MTS) Aren't Growing"""
MTS,17/09/2022,"""Insiders who purchased Metcash Limited (ASX:MTS) earlier this year lose an additional AU$2.6k as the stock sinks to AU$3.97"""
NAB,23/08/2023,"""Deepfake Imposter Scams Are Driving a New Wave of Fraud"""
NAB,08/08/2023,"""National Australia Bank (ASX:NAB) shareholders have earned a 22% CAGR over the last three years"""
NAB,14/07/2023,"""REFILE-UPDATE 2-Australia No.3 bank clinches union deal for staff to work from home"""
NAB,14/07/2023,"""Australia No.3 bank clinches union deal for staff to work from home"""
NAB,14/07/2023,"""Australia No.3 bank reaches union deal that lets staff work from home"""
NAB,07/07/2023,"""National Australia Bank to change home loan refinancing criteria"""
NAB,28/06/2023,"""With EPS Growth And More, National Australia Bank (ASX:NAB) Makes An Interesting Case"""
NAB,01/03/2023,"""Investors in National Australia Bank (ASX:NAB) have made a respectable return of 43% over the past three years"""
NAB,15/02/2023,"""NAB says rates will soften economy, house prices as profit jumps"""
NAB,18/01/2023,"""Should You Be Adding National Australia Bank (ASX:NAB) To Your Watchlist Today?"""
NAB,01/12/2022,"""nCino (NCNO) Q3 2023 Earnings Call Transcript"""
NAB,11/11/2022,"""National Australia Bank (ASX:NAB) Will Pay A Larger Dividend Than Last Year At A$0.78"""
NAB,10/11/2022,"""Australian banks ease mortgage norms as property market cools"""
NAB,09/10/2022,"""SingTel Discloses Dialog Unit Hack, Adding to Optus Breach Woes"""
NAB,06/09/2022,"""Taurus 2022-1 Trust -- Moody's assigns provisional ratings to Taurus Finance Holdings' inaugural auto ABS transaction"""
NAB,02/09/2022,"""National RMBS Trust 2018-1 -- Moody's upgrades rating on one class of notes from National RMBS Trust 2018-1"""
NCM,21/08/2023,"""Newmont gets Aussie regulatory nod for $16.8 billion Newcrest deal"""
NCM,21/08/2023,"""UPDATE 2-Newmont gets Aussie regulatory nod for $16.8 bln Newcrest deal"""
NCM,11/08/2023,"""Newcrest Announces Annual Mineral Resources and Ore Reserves Statement"""
NCM,11/08/2023,"""Newcrest Profits Slip 11% Ahead of Sector’s Biggest Deal"""
NCM,11/08/2023,"""Newcrest Announces FY23 Full Year Results"""
NCM,10/08/2023,"""UPDATE 2-Australia's Newcrest profit falls nearly 11% on higher operating costs"""
NCM,09/08/2023,"""Newcrest Leftovers Don’t Appeal to Australia’s Top Gold Miners"""
NCM,25/07/2023,"""Newcrest Mining Limited - Quarterly Exploration Report - 30 June 2023"""
NCM,25/07/2023,"""Newcrest Mining Limited - Quarterly Report - 30 June, 2023"""
NCM,24/07/2023,"""UPDATE 3-Newcrest's gold output rises despite slowing mining rate at Cadia"""
NCM,20/07/2023,"""Insider Stock Buying Reaches US$1.4m On Newcrest Mining"""
NCM,29/05/2023,"""UPDATE 1-Australia's NSW still mulling changes to license conditions for Newcrest's Cadia mine"""
NCM,15/05/2023,"""CANADA STOCKS-TSX starts week higher as energy, materials stocks gain"""
NCM,15/05/2023,"""Newmont Acquires Newcrest, Creating World’s Biggest Gold Mining Company"""
NCM,15/05/2023,"""Gold miner Newmont set to acquire Newcrest Mining in $19.2 billion deal"""
NCM,15/05/2023,"""2 Big Mergers to Watch Monday"""
NCM,15/05/2023,"""Newcrest Enters into Binding Scheme Implementation Deed with Newmont"""
NCM,14/05/2023,"""Australian gold miner Newcrest backs Newmont's $17.8 billion offer"""
NCM,14/05/2023,"""UPDATE 5-Australian gold miner Newcrest backs Newmont's $17.8 billion offer"""
NCM,11/05/2023,"""UPDATE 1-Newcrest extends exclusivity period for Newmont's $20 bln buyout offer"""
NEC,26/08/2023,"""Nine Entertainment Holdings (ASX:NEC) Is Reducing Its Dividend To A$0.05"""
NEC,24/08/2023,"""Nine Entertainment Holdings Full Year 2023 Earnings: Misses Expectations"""
NEC,21/08/2023,"""Nine Entertainment Co. Holdings Limited's (ASX:NEC) Fundamentals Look Pretty Strong: Could The Market Be Wrong About The Stock?"""
NEC,26/07/2023,"""Do Nine Entertainment Holdings' (ASX:NEC) Earnings Warrant Your Attention?"""
NEC,12/07/2023,"""An Intrinsic Calculation For Nine Entertainment Co. Holdings Limited (ASX:NEC) Suggests It's 42% Undervalued"""
NEC,01/06/2023,"""Investing in Nine Entertainment Holdings (ASX:NEC) three years ago would have delivered you a 48% gain"""
NEC,24/04/2023,"""With 57% ownership of the shares, Nine Entertainment Co. Holdings Limited (ASX:NEC) is heavily dominated by institutional owners"""
NEC,10/04/2023,"""Should You Investigate Nine Entertainment Co. Holdings Limited (ASX:NEC) At AU$2.05?"""
NEC,27/03/2023,"""Multiple insiders bought Nine Entertainment Co. Holdings Limited (ASX:NEC) stock earlier this year, a positive sign for shareholders"""
NEC,13/03/2023,"""Are Nine Entertainment Co. Holdings Limited's (ASX:NEC) Fundamentals Good Enough to Warrant Buying Given The Stock's Recent Weakness?"""
NEC,26/02/2023,"""Don't Race Out To Buy Nine Entertainment Co. Holdings Limited (ASX:NEC) Just Because It's Going Ex-Dividend"""
NEC,02/02/2023,"""Nine Entertainment Co. Holdings Limited's (ASX:NEC) Intrinsic Value Is Potentially 100% Above Its Share Price"""
NEC,23/12/2022,"""Earnings are growing at Nine Entertainment Holdings (ASX:NEC) but shareholders still don't like its prospects"""
NEC,09/11/2022,"""Nine Entertainment Co. Holdings Limited's (ASX:NEC) latest 3.3% decline adds to one-year losses, institutional investors may consider drastic measures"""
NEC,25/10/2022,"""Why Nine Entertainment Co. Holdings Limited (ASX:NEC) Could Be Worth Watching"""
NEC,11/10/2022,"""Samantha Lewis Is The Non-Executive Independent Director of Nine Entertainment Co. Holdings Limited (ASX:NEC) And They Just Picked Up 67% More Shares"""
NEC,21/09/2022,"""Nine Entertainment Co. Holdings Limited's (ASX:NEC) Stock On An Uptrend: Could Fundamentals Be Driving The Momentum?"""
NEC,03/09/2022,"""Nine Entertainment Holdings (ASX:NEC) Is Increasing Its Dividend To A$0.07"""
NHF,30/08/2023,"""nib holdings limited (ASX:NHF) Stock Goes Ex-Dividend In Just Four Days"""
NHF,23/08/2023,"""nib holdings (ASX:NHF) Is Increasing Its Dividend To A$0.15"""
NHF,29/05/2023,"""nib holdings (ASX:NHF) shareholders have earned a 24% CAGR over the last three years"""
NHF,25/03/2023,"""Are nib holdings limited's (ASX:NHF) Fundamentals Good Enough to Warrant Buying Given The Stock's Recent Weakness?"""
NHF,25/02/2023,"""Four Days Left Until nib holdings limited (ASX:NHF) Trades Ex-Dividend"""
NHF,22/02/2023,"""nib holdings' (ASX:NHF) Upcoming Dividend Will Be Larger Than Last Year's"""
NHF,19/12/2022,"""nib holdings' (ASX:NHF) investors will be pleased with their 22% return over the last three years"""
NHF,11/11/2022,"""Here's Why We Think nib holdings limited's (ASX:NHF) CEO Compensation Looks Fair for the time being"""
NHF,20/09/2022,"""Do Fundamentals Have Any Role To Play In Driving nib holdings limited's (ASX:NHF) Stock Up Recently?"""
NIC,29/12/2022,"""Quite a few insiders invested in Pacific Nickel Mines Limited (ASX:PNM) last year which is positive news for shareholders"""
NSR,06/03/2023,"""National Storage REIT (ASX:NSR) shareholders have earned a 15% CAGR over the last five years"""
NSR,01/02/2023,"""Here's Why We Think National Storage REIT (ASX:NSR) Is Well Worth Watching"""
NSR,24/12/2022,"""With 58% institutional ownership, National Storage REIT (ASX:NSR) is a favorite amongst the big guns"""
NSR,04/12/2022,"""Insider Buying: The National Storage REIT (ASX:NSR) Independent Non-Executive Director Just Bought AU$61k Worth Of Shares"""
NSR,14/10/2022,"""Is National Storage REIT's (ASX:NSR) Latest Stock Performance Being Led By Its Strong Fundamentals?"""
NSR,27/09/2022,"""National Storage REIT's (ASX:NSR) earnings growth rate lags the 14% CAGR delivered to shareholders"""
NSR,11/09/2022,"""A National Storage REIT (ASX:NSR) insider increased their holdings by 235% last year"""
NST,31/08/2023,"""Four Days Left To Buy Northern Star Resources Limited (ASX:NST) Before The Ex-Dividend Date"""
NST,28/08/2023,"""Northern Star Resources' (ASX:NST) Dividend Will Be Increased To A$0.155"""
NST,24/08/2023,"""Declining Stock and Decent Financials: Is The Market Wrong About Northern Star Resources Limited (ASX:NST)?"""
NST,16/05/2023,"""Calculating The Intrinsic Value Of Northern Star Resources Limited (ASX:NST)"""
NST,25/04/2023,"""Despite lower earnings than five years ago, Northern Star Resources (ASX:NST) investors are up 134% since then"""
NST,04/04/2023,"""With 52% ownership in Northern Star Resources Limited (ASX:NST), institutional investors have a lot riding on the business"""
NST,15/03/2023,"""Are Northern Star Resources Limited's (ASX:NST) Fundamentals Good Enough to Warrant Buying Given The Stock's Recent Weakness?"""
NST,22/02/2023,"""Northern Star Resources (ASX:NST) Is Increasing Its Dividend To A$0.11"""
NST,21/02/2023,"""Northern Star Resources First Half 2023 Earnings: EPS Misses Expectations"""
NST,07/12/2022,"""A Look At The Intrinsic Value Of Northern Star Resources Limited (ASX:NST)"""
NST,16/11/2022,"""Northern Star Resources (ASX:NST) shareholders have earned a 14% CAGR over the last five years"""
NST,24/10/2022,"""Northern Star Resources Limited (ASX:NST) is largely controlled by institutional shareholders who own 50% of the company"""
NST,14/10/2022,"""7 Hypergrowth Stocks to Buy if You Are Feeling Greedy"""
NST,07/09/2022,"""Insider Buying: The Northern Star Resources Limited (ASX:NST) Non-Executive Chairman Just Bought 180% More Shares"""
